Stage,Division,Group/Bracket,Round,Match format,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Team A - Player 1,Team A - Player 2,Team B - Player 1,Team B - Player 2
Group Stage Mixed,Open,Group A,1,Single game,TV Time,Shadow check,TV Time,15,6,,,,,Frederik Theunis,Gauthier Vandamme,Quentin van Kesteren,Martin Clotman
Group Stage Mixed,Open,Group A,1,Single game,Big Boy Time,Iedereen bondscoach,Big Boy Time,15,9,,,,,wout thysens,Gilles Hublet,Stijn Van den Branden,Pieter De Pauw
Group Stage Mixed,Open,Group B,1,Single game,Ballerino Serveballino,Empire Spikes Back,Ballerino Serveballino,15,4,,,,,Guillaume Van Eeckhaute,Irian Baert,Francisco Gonçalves,Fabien Nießen
Group Stage Mixed,Open,Group B,1,Single game,Fox'midable 🦊,FRESH princes of Bel-Air,FRESH princes of Bel-Air,10,15,,,,,Jonas Wiemann,Igor Jottrand,Adriaan Van Gerven,Alberto Amato
Group Stage Mixed,Open,Group C,1,Single game,De kut serves,Statler and Waldorf,De kut serves,15,5,,,,,Ilon Deklerck,Beau Dysserinck,Matthias Van Den Bergh,Olivier Le Jeune
Group Stage Mixed,Open,Group C,1,Single game,Ball me maybe,Fox of war 🦊,Fox of war 🦊,12,15,,,,,Gert-Jan Soenen,Jasper Cosaert,Eric Peers,Amaury Bignaud
Group Stage Mixed,Open,Group D,1,Single game,Raptors Margoulins,Timmie Tuurbo,Raptors Margoulins,15,3,,,,,Rayane Al Zein,Quentin Remacle,Tuur Dejonghe,Tim Mulleman
Group Stage Mixed,Open,Group D,1,Single game,Kevin&Jerre,De Brianiacs,Kevin&Jerre,16,14,,,,,Jerre Latruwe,Kevin Casier,Brian Desplinter,Ian Coucquyt
Group Stage Mixed,Open,Group A,2,Single game,TV Time,Iedereen bondscoach,TV Time,15,13,,,,,Frederik Theunis,Gauthier Vandamme,Stijn Van den Branden,Pieter De Pauw
Group Stage Mixed,Open,Group A,2,Single game,Big Boy Time,Shadow check,Big Boy Time,15,8,,,,,wout thysens,Gilles Hublet,Quentin van Kesteren,Martin Clotman
Group Stage Mixed,Open,Group B,2,Single game,Ballerino Serveballino,FRESH princes of Bel-Air,FRESH princes of Bel-Air,15,17,,,,,Guillaume Van Eeckhaute,Irian Baert,Adriaan Van Gerven,Alberto Amato
Group Stage Mixed,Open,Group B,2,Single game,Fox'midable 🦊,Empire Spikes Back,Fox'midable 🦊,15,3,,,,,Jonas Wiemann,Igor Jottrand,Francisco Gonçalves,Fabien Nießen
Group Stage Mixed,Open,Group C,2,Single game,De kut serves,Fox of war 🦊,De kut serves,15,5,,,,,Ilon Deklerck,Beau Dysserinck,Eric Peers,Amaury Bignaud
Group Stage Mixed,Open,Group C,2,Single game,D.A.S,Statler and Waldorf,Statler and Waldorf,12,15,,,,,David Cauwenbergh,arno Hegge,Matthias Van Den Bergh,Olivier Le Jeune
Group Stage Mixed,Open,Group D,2,Single game,Raptors Margoulins,De Brianiacs,Raptors Margoulins,15,11,,,,,Rayane Al Zein,Quentin Remacle,Brian Desplinter,Ian Coucquyt
Group Stage Mixed,Open,Group D,2,Single game,Team prullenbak,Timmie Tuurbo,Team prullenbak,15,3,,,,,Luca Rammeloo,Emilio Goethals,Tuur Dejonghe,Tim Mulleman
Group Stage Mixed,Open,Group A,3,Single game,TV Time,Big Boy Time,TV Time,15,9,,,,,Frederik Theunis,Gauthier Vandamme,wout thysens,Gilles Hublet
