Stage,Division,Group/Bracket,Round,Match format,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Team A - Player 1,Team A - Player 2,Team B - Player 1,Team B - Player 2
Pool Play,Open Contender,Group A - GOLD+,1,Single game,J.A.R.V.I.S.,Clip Farm,J.A.R.V.I.S.,21,13,,,,,Connor Nelson,Josh Fragiacomo,Andrew Greer,Polk Denmark
Pool Play,Open Contender,Group A - GOLD+,1,Single game,Absolute Freaks,LL Cheezin,Absolute Freaks,21,18,,,,,Dan Abrams,Anthony Clifford,Matt Spolarich,Mike Garrett
Pool Play,Open Contender,Group A - GOLD+,1,Single game,Snarl,Drawing Dead,Snarl,21,17,,,,,Ben Savage,Dawson Morgan,Kieran Rose,Tyler Fernandez
Pool Play,Open Contender,Group B,1,Single game,NEM Seazonal,ten eye c boys,NEM Seazonal,21,17,,,,,Jacob Summers,Zach Snover,Sean Caufield,Bradley Clark
Pool Play,Open Contender,Group B,1,Single game,Blitz,Walmart Creamy,Blitz,21,16,,,,,Jared Beaufait,Juan Moscoso,Colton Olvey,Jeremy Lee
Pool Play,Open Contender,Group C,1,Single game,Biggie’s Step-Dads,Disqualified,Biggie’s Step-Dads,21,18,,,,,Clifford Amadeo LeVeque,Nick Evanko,Sam Bunze,Jacob Narayan
Pool Play,Open Contender,Group C,1,Single game,Party Fowl,Don't want it!,Party Fowl,21,6,,,,,Kyle Fowler,Cole Maddox,Noah Kopetic,Brent Summers
Pool Play,Open Contender,Group D,1,Single game,KAB Package D,Out of Pocket,KAB Package D,21,9,,,,,Owen Bass,Thomas Hoffman,Eli Canon,Spencer Sexton
Pool Play,Open Contender,Group D,1,Single game,Kool Kids,Dopplebangers,Dopplebangers,12,21,,,,,Matthew Burrows,Corey Weiss,Isaac Mixon,Jake Dooley
Pool Play,Open Contender,Group A - GOLD+,2,Single game,J.A.R.V.I.S.,LL Cheezin,J.A.R.V.I.S.,21,14,,,,,Connor Nelson,Josh Fragiacomo,Matt Spolarich,Mike Garrett
Pool Play,Open Contender,Group A - GOLD+,2,Single game,Absolute Freaks,Snarl,Snarl,19,21,,,,,Dan Abrams,Anthony Clifford,Ben Savage,Dawson Morgan
Pool Play,Open Contender,Group A - GOLD+,2,Single game,Drawing Dead,Clip Farm,Drawing Dead,21,16,,,,,Kieran Rose,Tyler Fernandez,Andrew Greer,Polk Denmark
Pool Play,Open Contender,Group B,2,Single game,NEM Seazonal,Walmart Creamy,NEM Seazonal,21,11,,,,,Jacob Summers,Zach Snover,Colton Olvey,Jeremy Lee
